Phecode,ICD string,Layer
010,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,Other tuberculosis of nervous system,3
010,Tuberculous pneumonia [any form],3
010,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",3
010,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done",3
010,Tuberculosis of bronchus,3
010,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,Late effects of central nervous system tuberculosis,3
010,Tuberculous abscess of brain,3
010,"Acute miliary tuberculosis, bacteriological or histological examination not done",3
010,"Tuberculous pleurisy, unspecified examination",3
010,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",3
010,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",3
010,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",3
010,Late effects of respiratory or unspecified tuberculosis,3
010,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",3
010,"Unspecified genitourinary tuberculosis, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of lung, nodular",3
010,"Tuberculosis of intestines and mesenteric glands, unspecified examination",3
010,"Tuberculosis of ureter, unspecified examination",3
010,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",3
010,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Primary tuberculous infection, unspecified type, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of intestines and mesenteric glands, bacteriological or histological examination unknown (at present)",3
010,"Tuberculous pleurisy, confirmed bacteriologically and histologically",3
010,Primary tuberculous infection,3
010,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,Unspecified miliary tuberculosis,3
010,Tuberculous pleurisy in primary progressive tuberculosis,3
010,Isolated tracheal or bronchial tuberculosis,3
010,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Unspecified genitourinary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculous abscess of brain, bacteriological or histological examination not done",3
010,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)",3
010,"Acute miliary tuberculosis, unspecified",3
010,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)",3
010,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,Tuberculosis of thyroid gland,3
010,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of lung, infiltrative, unspecified examination",3
010,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",3
010,Tuberculoma of spinal cord,3
010,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,Sequelae of tuberculosis of other organs,3
010,Tuberculosis of other specified organs,3
010,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,Unspecified pulmonary tuberculosis,3
010,"Tuberculosis of other specified organs, unspecified examination",3
010,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,Tuberculosis of eye,3
010,"Tuberculosis of ureter, bacteriological or histological examination not done",3
010,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy",3
010,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",3
010,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done",3
010,Tuberculosis of meninges and central nervous system,3
010,Tuberculosis of vertebral column unspecified examination,3
010,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)",3
010,Unspecified tuberculosis of central nervous system,3
010,Tuberculous abscess of spinal cord,3
010,"Tuberculosis of limb bones, bacteriological or histological examination not done",3
010,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",3
010,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of spleen, bacteriological or histological examination not done",3
010,Tuberculosis of bones and joints,3
010,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)",3
010,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of kidney, bacteriological or histological examination not done",3
010,Tuberculosis of other specified organs,3
010,"Tuberculosis of ear, bacteriological or histological examination not done",3
010,Tuberculous bronchiectasis,3
010,"Primary tuberculous infection, unspecified examination",3
010,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of intestines and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of intestines and mesenteric glands, tubercle bacilli found (in sputum) by microscopy",3
010,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",3
010,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculosis of mastoid, bacteriological or histological examination not done",3
010,Tuberculous encephalitis or myelitis,3
010,"Tuberculosis of spleen, unspecified examination",3
010,Other primary progressive tuberculosis,3
010,Tuberculosis of skin and subcutaneous cellular tissue,3
010,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination results unknown (at present)",3
010,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of lung, confirmed by unspecified means",3
010,"Primary tuberculous infection, unspecified type, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Tuberculosis of spleen, bacteriological or histological examination unknown (at present)",3
010,"Tuberculosis of unspecified bones and joints, unspecified examination",3
010,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)",3
010,"Tuberculosis of eye, bacteriological or histological examination not done",3
010,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",3
010,"Tuberculosis of lung, bacteriological and histological examination not done",3
010,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)",3
010,"Unspecified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",3
010,"Tuberculous pneumonia [any form], unspecified examination",3
010,Tuberculosis of genitourinary system,3
010,"Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",3
010,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",3
010,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",3
010,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",3
010,"Unspecified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy",3
