Code Range,CCS,CCS Label
'65778-65779',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'65785-65785',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'66250-66250',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67700-67700',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67710-67710',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67715-67715',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67800-67801',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67805-67805',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67808-67808',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67820-67820',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67825-67825',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67830-67830',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67835-67835',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67840-67840',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67850-67850',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67875-67875',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67880-67880',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67882-67882',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67900-67904',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67906-67906',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67908-67909',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67911-67912',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67914-67917',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67921-67924',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67930-67930',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67935-67935',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67938-67938',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67950-67950',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67961-67961',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67966-67966',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67971-67971',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67973-67975',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'67999-67999',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68020-68020',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68040-68040',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68110-68110',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68115-68115',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68130-68130',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68135-68135',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68200-68200',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68320-68320',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68325-68326',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68328-68328',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68330-68330',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68335-68335',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68340-68340',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68360-68360',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68362-68362',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68371-68371',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68399-68399',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68400-68400',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68420-68420',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68440-68440',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68500-68500',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68505-68505',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68520-68520',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68530-68530',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68540-68540',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68550-68550',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68700-68700',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68705-68705',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68720-68720',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68745-68745',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68750-68750',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68760-68761',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68770-68770',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68801-68801',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68810-68811',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68815-68816',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'68840-68840',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'S0800-S0800',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'S0810-S0810',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'S0812-S0812',19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
'0100T-0100T',20,Other intraocular therapeutic procedures
'0376T-0376T',20,Other intraocular therapeutic procedures
'0474T-0474T',20,Other intraocular therapeutic procedures
'0616T-0616T',20,Other intraocular therapeutic procedures
'65265-65265',20,Other intraocular therapeutic procedures
'65810-65810',20,Other intraocular therapeutic procedures
'65815-65815',20,Other intraocular therapeutic procedures
'65860-65860',20,Other intraocular therapeutic procedures
'65865-65865',20,Other intraocular therapeutic procedures
'65870-65870',20,Other intraocular therapeutic procedures
'65875-65875',20,Other intraocular therapeutic procedures
'65880-65880',20,Other intraocular therapeutic procedures
'65900-65900',20,Other intraocular therapeutic procedures
'65930-65930',20,Other intraocular therapeutic procedures
'66020-66020',20,Other intraocular therapeutic procedures
'66030-66030',20,Other intraocular therapeutic procedures
'66130-66130',20,Other intraocular therapeutic procedures
'66225-66225',20,Other intraocular therapeutic procedures
'66500-66500',20,Other intraocular therapeutic procedures
'66505-66505',20,Other intraocular therapeutic procedures
'66600-66600',20,Other intraocular therapeutic procedures
'66605-66605',20,Other intraocular therapeutic procedures
'66625-66625',20,Other intraocular therapeutic procedures
'66630-66630',20,Other intraocular therapeutic procedures
'66635-66635',20,Other intraocular therapeutic procedures
'66680-66680',20,Other intraocular therapeutic procedures
'66682-66682',20,Other intraocular therapeutic procedures
'66762-66762',20,Other intraocular therapeutic procedures
'66770-66770',20,Other intraocular therapeutic procedures
'66990-66990',20,Other intraocular therapeutic procedures
'66999-66999',20,Other intraocular therapeutic procedures
'67005-67005',20,Other intraocular therapeutic procedures
'67010-67010',20,Other intraocular therapeutic procedures
'67015-67015',20,Other intraocular therapeutic procedures
'67025-67025',20,Other intraocular therapeutic procedures
'67027-67028',20,Other intraocular therapeutic procedures
'67030-67031',20,Other intraocular therapeutic procedures
'67036-67036',20,Other intraocular therapeutic procedures
'67041-67043',20,Other intraocular therapeutic procedures
'67115-67115',20,Other intraocular therapeutic procedures
'67120-67121',20,Other intraocular therapeutic procedures
'67250-67250',20,Other intraocular therapeutic procedures
'67255-67255',20,Other intraocular therapeutic procedures
'67299-67299',20,Other intraocular therapeutic procedures
'C9770-C9770',20,Other intraocular therapeutic procedures
'0356T-0356T',21,Other extraocular muscle and orbit therapeutic procedures
'21280-21280',21,Other extraocular muscle and orbit therapeutic procedures
'21282-21282',21,Other extraocular muscle and orbit therapeutic procedures
'61330-61330',21,Other extraocular muscle and orbit therapeutic procedures
'61333-61333',21,Other extraocular muscle and orbit therapeutic procedures
'65091-65091',21,Other extraocular muscle and orbit therapeutic procedures
'65093-65093',21,Other extraocular muscle and orbit therapeutic procedures
'65101-65101',21,Other extraocular muscle and orbit therapeutic procedures
'65103-65103',21,Other extraocular muscle and orbit therapeutic procedures
'65105-65105',21,Other extraocular muscle and orbit therapeutic procedures
'65110-65110',21,Other extraocular muscle and orbit therapeutic procedures
'65112-65112',21,Other extraocular muscle and orbit therapeutic procedures
'65114-65114',21,Other extraocular muscle and orbit therapeutic procedures
'65125-65125',21,Other extraocular muscle and orbit therapeutic procedures
'65130-65130',21,Other extraocular muscle and orbit therapeutic procedures
'65135-65135',21,Other extraocular muscle and orbit therapeutic procedures
'65140-65140',21,Other extraocular muscle and orbit therapeutic procedures
'65150-65150',21,Other extraocular muscle and orbit therapeutic procedures
'65155-65155',21,Other extraocular muscle and orbit therapeutic procedures
'65175-65175',21,Other extraocular muscle and orbit therapeutic procedures
'65290-65290',21,Other extraocular muscle and orbit therapeutic procedures
'67311-67312',21,Other extraocular muscle and orbit therapeutic procedures
'67314-67314',21,Other extraocular muscle and orbit therapeutic procedures
'67316-67316',21,Other extraocular muscle and orbit therapeutic procedures
'67318-67318',21,Other extraocular muscle and orbit therapeutic procedures
'67320-67320',21,Other extraocular muscle and orbit therapeutic procedures
'67331-67332',21,Other extraocular muscle and orbit therapeutic procedures
'67334-67335',21,Other extraocular muscle and orbit therapeutic procedures
'67340-67340',21,Other extraocular muscle and orbit therapeutic procedures
'67343-67343',21,Other extraocular muscle and orbit therapeutic procedures
'67345-67345',21,Other extraocular muscle and orbit therapeutic procedures
'67399-67399',21,Other extraocular muscle and orbit therapeutic procedures
'67405-67405',21,Other extraocular muscle and orbit therapeutic procedures
'67412-67414',21,Other extraocular muscle and orbit therapeutic procedures
'67420-67420',21,Other extraocular muscle and orbit therapeutic procedures
'67430-67430',21,Other extraocular muscle and orbit therapeutic procedures
'67440-67440',21,Other extraocular muscle and orbit therapeutic procedures
'67445-67445',21,Other extraocular muscle and orbit therapeutic procedures
'67500-67500',21,Other extraocular muscle and orbit therapeutic procedures
'67505-67505',21,Other extraocular muscle and orbit therapeutic procedures
'67515-67515',21,Other extraocular muscle and orbit therapeutic procedures
'67550-67550',21,Other extraocular muscle and orbit therapeutic procedures
'67560-67560',21,Other extraocular muscle and orbit therapeutic procedures
'67599-67599',21,Other extraocular muscle and orbit therapeutic procedures
'68899-68899',21,Other extraocular muscle and orbit therapeutic procedures
'69604-69604',22,Tympanoplasty
'69610-69610',22,Tympanoplasty
'69620-69620',22,Tympanoplasty
'69631-69633',22,Tympanoplasty
'69635-69637',22,Tympanoplasty
'0583T-0583T',23,Myringotomy
'69420-69421',23,Myringotomy
'69433-69433',23,Myringotomy
