CPT code,String,Layer
17312,MOHS MICROGRAPHIC H/N/H/F/G EACH ADDL STAGE,1
20555,PLACEMENT NEEDLES MUSCLE SUBSEQUENT RADIOELEMENT,1
21073,MANIPULATION TMJ THERAPEUTIC REQUIRE ANESTHESIA,1
22862,REVJ RPLCMT DISC ARTHROPLASTY ANT 1 NTRSPC LMBR,1
29828,ARTHROSCOPY SHOULDER BICEPS TENODESIS,1
31540,LARYNGOSCOPY EXC TUM&/STRIPPING CORDS/EPIGLOTT,1
35303,TEAEC W/GRAFT POPLITEAL ARTERY,1
35304,TEAEC W/GRAFT TIBIOPERONEAL TRUNK ARTERY,1
43648,LAPS REVISION/RMVL GASTRIC NSTIM ELTRD ANTRUM,1
43882,REVISION/RMVL GASTRIC NSTIM ELTRDE ANTRUM OPEN,1
45400,LAPAROSCOPY PROCTOPEXY PROLAPSE,1
48105,RESECJ/DBRDMT PANCREAS NECROTIZING PANCREATITIS,1
49204,EXC/DESTRUCTION OPEN ABDMNL TUMORS 5.1-10.0 CM,1
49460,OBSTRUCTIVE MATERIAL REMOVAL FROM GI TUBE,1
50593,ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTHERAPY,1
50688,CHNG URTROST TUBE/XTRNLLY ACCESSIBLE STENT ILEAL,1
51100,ASPIRATION BLADDER NEEDLE,1
58571,LAPS TOTAL HYSTERECT 250 GM/< W/RMVL TUBE/OVARY,1
61630,BALLOON ANGIOPLASTY INTRACRANIAL PERCUTANEOUS,1
64911,NERVE REPAIR W/AUTOGENOUS VEIN GRAFT EA NERVE,1
75559,CARDIAC MRI W/O CONTRAST W/STRESS IMAGING,1
75561,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,1
77001,FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,1
77013,CT GUIDANCE &MONITORING VISC TISS ABLATION,1
80047,BASIC METABOLIC PANEL CALCIUM IONIZED,1
83993,ASSAY OF CALPROTECTIN FECAL,1
86356,MONONUCLEAR CELL ANTIGEN QUANTITATIVE NOS EA,1
92025,COMPUTERIZED CORNEAL TOPOGRAPHY UNI/BI,1
92568,ACOUSTIC REFLEX THRESHOLD,1
92627,EVALUATION AUDITORY REHAB STATUS EA 15 MIN,1
95982,ELEC ALYS NSTIM PLS GEN GASTRIC SBSQ W/REPRGRMG,1
96406,CHEMOTHERAPY ADMINISTRATION INTRALESIONAL >7,1
96522,REFILL&MAINTENANCE PUMP DRUG DLVR SYSTEMIC,1
99450,BASIC LIFE AND/OR DISABILITY EXAMINATION,1
1000F,TOBACCO USE ASSESSED,1
1038F,PERSISTENT ASTHMA MILD MODERATE OR SEVERE ASTHMA,1
2022F,DILAT RETINAL EYE EXAM W/INTERP OPHTHAL/OPTOM,1
3014F,SCREENING MAMMOGRAPHY RESULTS DOC&REV,1
3160F,DOC IRON STORES PRIOR START EPO THERAPY,1
3170F,FLOW CYTOMETRY W/DIAG/PRIOR INITIATING TREATMENT,1
4030F,LONG-TERM OXYGEN THERAPY PRESCRIBED,1
4041F,DOC ORDER CEFAZOLIN/CEFUROXIME ANTIMICRB PROPHYL,1
4042F,DOC PROPHY ANTIBIO NOT GIVEN W/IN 4 HR PRIOR SUR,1
4050F,HYPERTENSION PLAN OF CARE DOCUMENTED,1
0111T,LONG-CHAIN OMEGA-3 FATTY ACIDS RBC MEMBS,1
27269,OPEN TX FEMORAL FRACTURE PROXIMAL END HEAD,1
3074F,MOST RECENT SYSTOLIC BLOOD PRESSURE <130 MM HG,1
3200F,BARIUM SWALLOW TEST NOT ORDERED,1
64910,NERVE REPAIR W/CONDUIT EACH NERVE,1
93292,INTERROGATION EVAL IN PERSON WR DEFIBRILLATOR,1
96366,IV INFUSION THERAPY PROPHYLAXIS/DX EA HOUR,1
96368,IV NFS THERAPY PROPHYLAXIS/DX CONCURRENT NFS,1
0517F,GLAUCOMA PLAN OF CARE DOCUMENTED,1
0519F,PLANNED CHEMO REGIMEN DOCD PRIOR START NEW TX,1
0520F,RAD DOSE LIMTS EST PRIOR3D RAD FOR MIN 2 TIS/ORG,1
0526F,SUBSEQUENT VISIT FOR EPISODE,1
2040F,PHYS EXAM ON DATE OF INIT VST FOR LBP DONE,1
2044F,DOC MNTL HLTH ASSES PRIOR INTVN BACK PAIN 6WKS,1
3216F,DOCUMENTED IMMUNITY HEPATITIS B,1
3265F,RNA TESTING FOR HEP C VIREMIA ORDERED/DOCD,1
3268F,PSA & TUMOR STAGE&GLEASON SCORE PRIOR INIT,1
3342F,MAMMO ASSESSMENT CAT BENIGN DOCD,1
3351F,NEG DEP SYMP CAT USING STAND DEP ASSESS TOOL,1
4040F,PNEUMOCOCCAL VACCINE ADMIN RCVD PRIOR,1
4132F,SYSTEMIC ANTIMICROBIAL TX NOT PRESCRIBED,1
4150F,CURRENT HEPATITIS C ANTIVIRAL TREATMENT,1
4168F,PT RCVG CARE ICU & RCVNG MECH VENT 24 HRS/<,1
4187F,DIS MODFY ANTI-RHEU DRUG THXPY RX/GVN,1
4190F,APPROP DIURETIC THXP MONIT TST ORDRD/DONE,1
4191F,APPROP ANTICONVUL THXP MONIT TST ORDRD/DONE,1
22861,REVJ RPLCMT DISC ARTHROPLASTY ANT 1 NTRSPC CRV,1
27027,DECOMPRESSION FASCIOTOMY PELVIC COMPARTMENT UNI,1
41530,SUBMUCOSAL ABLTJ TONGUE RF 1/> SITES PR SESSION,1
49650,LAPAROSCOPY SURG RPR INITIAL INGUINAL HERNIA,1
61800,APPL STRTCTC HEADFRAME STEREOTACTIC RADIOSURGERY,1
87905,INFECTIOUS AGENT ENZYMATIC ACTV OTH/THN VIRUS,1
96375,THERAPEUTIC INJECTION IV PUSH EACH NEW DRUG,1
96379,UNLISTED THERAPEUTIC PROPH/DX IV/IA NJX/NFS,1
0516F,ANEMIA PLAN OF CARE DOCUMENTED,1
1116F,AURICULAR/PERIAURICULAR PAIN ASSESSED,1
1124F,ADV CARE PLN/ NO ALT DCSN MKR DOCD OR REFUSAL,1
1125F,PAIN SEVERITY QUANTIFIED PAIN PRESENT,1
1128F,SUBS EPISODE FOR CONDITION,1
3271F,LOW RISK OF RECURRENCE PROSTATE CANCER,1
3279F,HEMOGLOBIN LEVEL>/EQUAL 13 G/DL,1
3284F,INTRAOCULAR PRESS REDUCED >/EQUAL 15%,1
3300F,AJCC STAGE DOCUMENTED & REVIEWED,1
3319F,1 DX IMG ORDER CHEST XRAY CT US MRI PET/NUC MED,1
3325F,PREOP ASSES 12 MOS PRIOR CATARACT SURG W/IO LENS,1
3340F,MAMMO ASSESSMENT CAT INCOMP ADDTNL IMAGE DOCD,1
4151F,NO CURRENT HEPATITIS C ANTIVIRAL TREATMENT,1
4155F,HEPATITIS A VACCINE SERIES PREVIOUSLY RECEIVED,1
4164F,ADJUVANT HORMONAL THXPY RX/ADMIN,1
5060F,FINDNGS DIAG MAM TO MNGNG PRACT 3 DAYS INTERP,1
49656,LAPS RPR RECURRENT INCISIONAL HERNIA REDUCIBLE,1
49657,LAPS RPR RECURRENT INCAL HRNA NCRC8/STRANGULATED,1
93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,1
93293,TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL,1
93351,ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG,1
93352,USE OF ECHO CONTRAST AGENT DURING STRESS ECHO,1
99466,CRITICAL CARE INTERFACILITY TRANSPORT 30-74 MIN,1
0514F,PLAN/CARE INCRSD HGB LVL DOCD PT ON ESA THXPY,1
1126F,PAIN SEVERITY QUANTIFIED NO PAIN PRESENT,1
2001F,WEIGHT RECORDED,1
3230F,HEARING TEST 6 MOS PRIOR TO EAR TUBE INSERTION,1
3266F,HEPATITIS C GENOTYPE PRIOR ANTIVIRAL TREATMENT,1
3272F,INTERMED RISK OF RECURRENCE PROSTATE CANCER,1
3292F,HIV TSTNG ASK/DOCD/RVWD AT 1ST/2ND PRENATAL VST,1
3301F,CANCER STAGE DOCD METASTATIC & REVIEWED,1
3343F,MAMMO ASSESSMENT CAT PROB BENIGN DOCD,1
4135F,SYSTEMIC CORTICOSTEROIDS PRESCRIBED,1
4157F,HEPATITIS B VACCINE SERIES PREVIOUSLY RECEIVED,1
4163F,PT COUNSELING TREATMENT OPTIONS PROSTATE CANCER,1
4169F,PT NOT RCVG CARE IN ICU/NOT RCVG MECHL VENT,1
4179F,TAMOXIFEN OR AROMATASE INHIBITOR (AI) RXD,1
7020F,MAMMO ASSESSMENT CAT IN DATABASE FOR RATE,1
0184T,RECTAL TUMOR EXCISION TRANSANAL ENDOSCOPIC,1
22856,TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC CRV,1
49654,LAPAROSCOPY REPAIR INCISIONAL HERNIA REDUCIBLE,1
90958,ESRD RELATED SVC MONTHLY 12-19 YR OLD 2/3 VISITS,1
95803,ACTIGRAPHY TESTING RECORDING ANALYSIS I&R,1
95992,CANALITH REPOSITIONING PROCEDURE,1
99479,SUBSEQUENT INTENSIVE CARE INFANT 1500-2500 GRAMS,1
3215F,DOCUMENTED IMMUNITY HEPATITIS A,1
3260F,TUMOR/NODES/HISTO GRADE DOCUMENTED,1
3270F,BONE SCAN NOT PRIOR INITIAT TX/DX PROSTATE CA,1
3274F,PROST CANCER RSK RECUR NOT DETER/LOW/INTERMED/HI,1
3317F,PATH REPRT MALIGNANCY DOCD & RVWD INITIATE CHE,1
3318F,PATH REPRT MALIGNANCY DOCD & RVWD INITIA RAD,1
3350F,MAMMO ASSESSMENT CAT BIOPSY PROVEN MALIG DOCD,1
3352F,NO SIGNIF DEP SYMP CAT BY STAND DEP ASSESS TOOL,1
4133F,ANTIHISTAMINE/DECONGESTANT PRESCRIBED,1
4201F,EXTRNL BM RADIOTHXPY W/WO NODAL IRRAD AS ADJV,1
6045F,RAD EXPOS/TIME IN LAST RPRT FLUORO PRXD DOCD,1
7025F,INFO SYSTEM ANALYSIS ABNORMAL INTERPRATE,1
41512,TONGUE BASE SUSPENSION PERMANENT SUTURE TQ,1
58760,FIMBRIOPLASTY,1
85397,COAGJ&FIBRINOLYSIS FUNCTIONAL ACTV NOS EA ANAL,1
96367,IV INFUSION THER PROPH ADDL SEQUENTIAL TO 1 HR,1
99463,1ST HOSP/BIRTHING CENTER NB ADMIT & DSCHG SM DAT,1
99464,ATTN AT DELIVERY 1ST STABILIZATION OF NEWBORN,1
1127F,NEW EPISODE FOR CONDITION,1
3280F,HEMOGLOBIN LEVEL 11 G/DL-12.9 G/DL,1
3341F,MAMMO ASSESSMENT CAT NEGATIVE DOCD,1
3354F,CLIN SIGN DEP SYMP BY STAND DEP ASSESS TOOL,1
4130F,ACUTE OTITIS EXTERNA TOPICAL PREPS PRESCRIBED,1
4134F,ANTIHISTAMINE/DECONGESTANT NOT PRESCRIBED,1
4136F,SYSTEMIC CORTICOSTEROIDS NOT PRESCRIBED,1
4167F,HEAD-BED ELEV 30-45 DEG 1ST VENT DAY ORDERED,1
4171F,PATIENT RECEIVING (ESA) THERAPY,1
4172F,PATIENT NOT RECEIVING (ESA) THERAPY,1
4178F,ANTI-D IMMUNE GLOBULIN RCVD 26-30 WKS GESTATION,1
4200F,EXTRNL BM RADIOTHXPY TO PROST W/WO NODAL IRRAD,1
6040F,USE APPROP RAD DOSE RDXN DEV/MAN TECHS DOCD,1
7010F,PT INFORMATION ENTERED INTO RECALL SYSTEM,1
20696,XTRNL FIXJ W/STEREOTACTIC ADJUSTMENT 1ST & SUBQ,1
20697,XTRNL FIXJ W/STRTCTC ADJUSTMENT EXCHANGE STRUT,1
43273,ENDOSCOPIC PAPILLA CANNULATION BILE/PANCREATIC,1
49651,LAPS SURG RPR RECURRENT INGUINAL HERNIA,1
49652,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE,1
49653,LAP RPR HRNA XCPT INCAL/INGUN NCRC8/STRANGULATED,1
49655,LAPS RPR INCISIONAL HERNIA NCRC8/STRANGULATED,1
88740,HEMOGLOBIN QUAN TC PER DAY CARBOXYHEMOGLOBIN,1
93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,1
93350,ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST,1
99465,DELIVERY/BIRTHING ROOM RESUSCITATION,1
99467,CRITICAL CARE INTERFACILITY TRANSPORT EA 30 MIN,1
99480,SUBSEQUENT INTENSIVE CARE INFANT 2501-5000 GRAMS,1
0014F,COMP PREOP ASSESS CATARACT SURG W/IOL PLACEMNT,1
0015F,MELANOMA FOLLOW UP COMPLETED,1
0513F,ELEVATED BLOOD PRESSURE PLAN OF CARE DOCUMENTED,1
0521F,PLAN OF CARE TO ADDRESS PAIN DOCUMENTED,1
1119F,INITIAL EVALUATION FOR CONDITION,1
2035F,TYMPANIC MEMBRANE MOBILITY ASSESS,1
3273F,HIGH RISK OF RECURRENCE PROSTATE CANCER,1
3290F,PATIENT IS D (RH) NEGATIVE AND UNSENSITIZED,1
3315F,ESTROGEN/PROGEST RECEPTOR POSITIVE BREAST CANCER,1
3330F,IMAGING STUDY ORDERED,1
3353F,MILD TO MOD DEP SYMP BY STAND DEP ASSESS TOOL,1
4131F,SYSTEMIC ANTIMICROBIAL TX PRESCRIBED,1
4174F,TLK VIS FXN & QUAL LIFE/TRXMNT FOR PT/CRGVR,1
4176F,COUNSEL UV LITE PROTEC PREV/PROG CATARACT DEVEL,1
4182F,CONFORMAL RADIATION THERAPY NOT RECEIVED,1
22864,RMVL DISC ARTHROPLASTY ANT 1 INTERSPACE CERVICAL,1
27057,DCMPRN FASCIOTOMY PELVIC CMPRT DBRDMT MUSCLE UNI,1
55706,BX PROSTATE STRTCTC SATURATION SAMPLING IMG GID,1
78808,NJX RP LOCLZJ NON-IMG PROBE STUDY INTRAVENOUS,1
88720,BILIRUBIN TOTAL TRANSCUTANEOUS,1
90738,JAPANESE ENCEPHALITIS VACCINE INACTIVATED IM,1
99407,TOBACCO USE CESSATION INTENSIVE >10 MINUTES,1
1121F,SUBSEQUENT EVALUATION CONDITION,1
1123F,ADV CARE PLN TLKD & ALT DCSN MAKER DOCD,1
3220F,HEP C QUANT RNA TEST 12 WKS AFTER ANTIVIRAL TX,1
3285F,IOP REDUCED <15% PRE-INTERVENTION LEVEL,1
3291F,PATIENT IS D (RH) POSITIVE OR SENSITIZED,1
3316F,ESTROGEN/PROGEST RECEPTOR NEGATIVE BREAST CANCER,1
3320F,0 DX IMG ORDER CHEST XRAY CT US MRI PET/NUC MED,1
3345F,MAMMO ASSESSMENT CAT HIGH CHANCE MALIG DOCD,1
4185F,NONSTOP 12MON THXPY W/PPI OR H2 H2RA RCVD,1
4188F,APPROP ACE/ARB THXP MONIT TEST ORDRD/DONE,1
0191T,ANT SEGMENT INSERTION DRAINAGE W/O RESERVOIR INT,1
00562,ANES HRT PERICRD SAC&GRT VSLS W/PMP OXTJ >1MO PO,1
46930,DESTRUCTION INTERNAL HEMORRHOID THERMAL ENERGY,1
65757,BACKBENCH PREPJ CORNEAL ENDOTHELIAL ALLOGRAFT,1
88741,HEMOGLOBIN QUANTITATIVE TC PER DAY METHEMOGLOBIN,1
90965,ESRD SVC HOME DIALYSIS FULL MONTH 12-19 YR OLD,1
0518F,FALLS PLAN OF CARE DOCUMENTED,1
0525F,INITIAL VISIT FOR EPISODE,1
1118F,GERD SYMPTOMS ASSESSED AFTER 12 MONTHS THERAPY,1
3269F,BONE SCAN PRIOR INITIAT TX/DX PROSTATE CANCER,1
3278F,SERUM LEVELS CALCUM PHOSPH PARATHYR & LIPID PR,1
3331F,IMAGING STUDY NOT ORDERED,1
4153F,COMB PEGINTERF/RIBAVIRIN TX PRESCRIBED,1
4158F,PATIENT COUNSELED ABOUT RISKS ALCOHOL USE,1
4159F,CONTRACEPTION COUNSEL BEFORE ANTIVIRAL TX,1
4177F,COUNSEL BENEF/RISK AREDS PREV AGE RELATED AMD,1
4181F,CONFORMAL RADIATION THERAPY RECEIVED,1
4186F,NO CONTIN 12MON THXPY W/PPI OR H2 H2RA RCVD,1
4189F,APPROP DIGOXIN THXP MONIT TST ORDRD/DONE,1
25075,EXC TUMOR SOFT TISSUE FOREARM &/WRIST SUBQ <3CM,1
27078,RAD RESCT TUMOR ISCHIAL TUBEROSITY&GRT TRCHNTR,1
28043,EXCISION TUMOR SOFT TISSUE FOOT/TOE SUBQ <1.5CM,1
33783,A-ROOT TLCJ VSD PULM STNS RPR W/RIMPLTJ C OSTIA,1
37760,LIG PRFRATR VEIN SUBFSCAL RAD INCL SKN GRF 1 LEG,1
43281,LAPS RPR PARAESPHGL HRNA INCL FUNDPLSTY W/O MESH,1
43282,LAPS RPR PARAESPHGL HRNA INCL FUNDPLSTY W/MESH,1
46257,HEMORRHOID NTRNL & XTRNL 1 COLUMN W/FISSURECTO,1
46261,HRHC NTRNL & XTRNL 2/> COLUMN/GROUP W/FISSU,1
75571,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM,1
83986,PH BODY FLUID NOT ELSEWHERE SPECIFIED,1
86593,SYPHILIS TEST QUANTITATIVE,1
1151F,DOC PT W/O SUBSTANTIAL RISK DEATH WITHIN 1 YEAR,1
3016F,PT SCRND UNHLTHY OH USE BY SYSTMTC SCRNG METHD,1
3321F,AJCC CANCER STAGE 0 OR IA MELANOMA,1
3376F,AJCC BREAST CANCER STAGE II,1
3455F,TB SCRNG DONE INTRPD </6 MOS START RA THXPY,1
3494F,CD4+ CELL COUNT <200 CELLS/MM,1
3511F,CHLAMYDIA/GONORRHEA TSTS DOCD AS DONE,1
3572F,PT POTENTIAL RISK FRACTURE WEIGHT-BEARING SITE,1
4005F,PHARMACOLOGIC OSTEOPOROSIS THERAPY PRESCRIBED,1
4124F,ANTIBIOTIC NEITHER PRESCRIBED NOR DISPENSED,1
4260F,WOUND SURFACE CULTURE TECHNIQUE USED,1
4280F,PNEUMOCYS JIROVECI PNEUMO PRPHYLXS PRSCRBD 3 MON,1
0205T,IV CATH CORONARY VESSEL/GRAFT SPECTROSCPY EA VSL,1
3328F,PERFORMANCE STATUS DOCD RVWD 2 WKS PRIOR SURG,1
4063F,ANTIDEPRESSANT RXTHXY CONSIDER & NOT PRESCRIBE,1
21935,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK <5CM,1
23220,RADICAL RESECTION BONE TUMOR PROXIMAL HUMERUS,1
25076,EXC TUMOR SOFT TISS FOREARM&/WRIST SUBFASC <3CM,1
28171,RAD RESCJ TUMOR TARSAL EXCEPT TALUS/CALCANEUS,1
31633,BRONCHOSCOPY W/TRANSBRONCL NDL ASPIR BX EA LOBE,1
32562,INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY,1
33217,INSJ 2 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB,1
33782,A-ROOT TLCJ VSD PULM STNS RPR W/O C OST RIMPLTJ,1
46258,HRHC 1 COL/GRP W/FSTULECTMY INCL FSSRECTOMY,1
46262,HRHC 2/> COL/GRP W/FSTULECTMY INCL FSSRECTMY,1
86305,HUMAN EPIDIDYMIS PROTEIN 4 (HE4),1
88738,HGB QUANTITATIVE TRANSCUTANEOUS,1
99358,PROLNG E/M SVC BEFORE&/AFTER DIR PT CARE 1ST HR,1
99359,PROLNG E/M BEFORE&/AFTER DIR CARE EA 30 MINUTES,1
3370F,AJCC BREAST CANCER STAGE 0 DOCUMENTED,1
3452F,DYSPNEA NOT SCREENED,1
3475F,DISEASE PROGNOSIS RA ASSESSED POOR PROG DOCD,1
3552F,HIGH RISK FOR THROMBOEMBOLISM,1
4056F,APPROPRIATE ORAL REHYD SOLUTION RECOMMENDED,1
4062F,PATIENT REFERRAL FOR PSYCHOTHERAPY DOCUMENTED,1
4148F,HEPATITIS A VACCINE ADMIN OR PREVIOSLY RECVD,1
4261F,TECH OTHER THAN SURFACE CULTURE WOUND EXUD USED,1
4268F,PT ED RE NEED LONG TERM COMPRESS THXPY RCVD,1
5050F,TX COMMUN PROVIDERS CONTINUING CARE 1 MO DX,1
3294F,GBS SCRNING DOCD DONE DURING WK 35-37 GESTATION,1
21932,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM,1
23200,RADICAL RESECTION TUMOR CLAVICLE,1
24076,EXC TUMOR SOFT TISS UPR ARM/ELBOW SUBFASC <5CM,1
24152,RADICAL RESECTION TUMOR RADIAL HEAD/NECK,1
26115,EXC TUM/VASC MAL SFT TISS HAND/FNGR SUBQ <1.5CM,1
26116,EXC TUM/VAS MAL SFT TIS HAND/FNGR SUBFASC<1.5CM,1
26262,RADICAL RESECTION TUMOR DISTAL PHALANX FINGER,1
27077,RADICAL RESCTION TUMOR INNOMINATE BONE TOTAL,1
27328,EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC <5CM,1
27365,RADICAL RESECTION TUMOR FEMOR OR KNEE,1
28045,EXC TUMOR SOFT TISSUE FOOT/TOE SUBFASC <1.5CM,1
30802,ABLTJ SOF TISS INF TURBS UNI/BI SUPFC INTRAMURAL,1
32561,INSTLJ VIA CH TUBE/CATH AGENT FBRNLYSIS 1ST DAY,1
43775,LAPS GSTRC RSTRICTIV PX LONGITUDINAL GASTRECTOMY,1
45172,EXC RCT TUM INCL MUSCULARIS PROPRIA,1
46275,SURG TX ANAL FISTULA INTERSPHINCTERIC,1
50205,RENAL BIOPSY SURG EXPOSURE KIDNEY,1
63664,REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR,1
64490,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,1
64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,1
86592,SYPHILIS TEST NON-TREPONEMAL ANTIBODY QUAL,1
0505F,HEMODIALYSIS PLAN OF CARE DOCUMENTED,1
3018F,PRE-PRX RISK ASSESS DEPTH&QUAL BOWEL PREP,1
3141F,UPPER GI ENDO REPORT SHOW NO SUSPECT BARRETT'S,1
3491F,HIV INDETERMINATE INFANTS BORN OF HIV MOTHERS,1
3492F,HISTORY OF NADIR CD4+ CELL COUNT <350 CELLS/MM3,1
3573F,PT NOT POTENT RISK FRACTURE WEIGHT-BEARING SITE,1
4279F,PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS RXD,1
3015F,CERVICAL CANCER SCREENING RESULTS DOCD & RVWD,1
24077,RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW <5CM,1
25170,RADICAL RESECTION TUMOR RADIUS OR ULNA,1
27075,RAD RESCT TUMOR WING OF ILIUM 1 PUBIC/ISCHIAL,1
27327,EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM,1
27615,RAD RESECTION TUMOR SOFT TISSUE LEG/ANKLE <5CM,1
46280,TX ANAL FSTL TRANS/SUPRA/XTRASPHNCTRC INCL SETON,1
46945,HRHC NTRNL LIG OTH THAN RBBR BAND 1 COL/GRP,1
49411,INTERSTITIAL DEV PLMT RADIATION THERAPY 1/MLT,1
64492,NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL,1
78290,INTESTINE IMAGING,1
84145,PROCALCITONIN (PCT),1
87149,CULTURE TYPING NUCLEIC ACID PROBE DIR EA ORGANSM,1
87153,CULTYP NUCLEIC ACID SEQUENCING METH EA ISOLATE,1
88312,SPECIAL STAIN GROUP 1 MICROORGANISMS I&R,1
88388,MACR EXM DISS&PRP NONMICR IMPRNT/CONSLT/FRZ SE,1
92550,TYMPANOMETRY AND REFLEX THRESHOLD MEASUREMENTS,1
3140F,UPPER GI ENDO REPORT SHOWS POSS BARRETT'S ESOPH,1
3451F,DYSPNEA SCRND MOD-SEVERE DYSPNEA,1
3497F,CD4+ CELL PERCENTAGE <15% HIV,1
3500F,CD4+CELL CNT/CD4+CELL % DOCD AS DONE,1
3503F,HIV RNA VIRAL LOAD NOT <LIMITS OF QUANTIF,1
3510F,DOCJ TB SCREEN PERFORMED & RESULTS INTERPRET,1
3514F,HEPATITIS C SCREENING DOCUMENTED AS PERFORMED,1
3550F,LOW RISK FOR THROMBOEMBOLISM,1
3555F,PT HAD INR MEASUREMENT PERFORMED,1
4100F,BISPHOS THXPY VENOUS ORDERED OR RECEIVED,1
4149F,HEPATITIS B VACCCINE ADMIN OR PREVIOSLY RECVD,1
4270F,PT RCVNG POTENT ANTI R-VIRAL THX 6 MON OR MORE,1
4274F,FLU IMMUNO ADMIND/PREVIOUSLY RCVD,1
4301F,PT NOT RCVNG WARFARIN THXPY NONVALV AFIB/AFLUT,1
4306F,PT COUNSEL PSYCHOSOC&PHARM TX OPIOID ADDICTION,1
0198T,MEAS OCULAR BLOOD FLOW REPEAT IO PRES SAMP W/I&R,1
0207T,EVAC MEIBOMIAN GLNDS AUTO HT& INTMT PRESS UNI,1
0545F,PLAN FOR FOLLOW-UP CARE FOR MDD DOCD,1
3008F,BODY MASS INDEX DOCUMENTED,1
3324F,MRI CT SCAN ORDERED REVIEWED/REQUESTED,1
21930,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,1
22902,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM,1
27645,RADICAL RESECTION OF TUMOR TIBIA,1
28046,RAD RESECTION TUMOR SOFT TISSUE FOOT/TOE <3CM,1
33983,RPLCMT VAD PMP IMPLTBL ICORP 1 VNTR W/BYPASS,1
46255,HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP,1
46946,HRHC NTRNL LIG OTH THAN RBBR BAND 2/> COL/GRP,1
50200,RENAL BIOPSY PRQ TROCAR/NEEDLE,1
51727,COMPLEX CYSTOMETROGRAM URETHRAL PRESS PROFILE,1
64495,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,1
75574,CTA HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST,1
77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,1
86780,ANTIBODY TREPONEMA PALLIDUM,1
88045,NECROPSY CORONER CALL,1
88313,SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT,1
88387,MACRO EXAM DISSECT&PREP TISS NONMICRO STD EA,1
92540,VSTBLR FUNCJ NYSTAG FOVL&PERPH STIMJ OSCIL TRK,1
0528F,RCMND FLLW-UP 2ND CLNSCPY 10/> YRS DOCD RPRT,1
0575F,HIV RNA CONTROL PLAN OF CARE DOCD,1
1101F,PT FALLS ASSESS DOCD W/O FALL/INJURY PAST YEAR,1
1153F,DOC ADVANCED DISEASE DX CARE GOALS W/O COMFORT,1
1157F,ADVNC CARE PLAN OR EQV LGL DOC IN MED RCRD,1
1158F,ADVNC CARE PLANNING TLK DOCD IN MED RCRD,1
1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD,1
1160F,RVW ALL MEDS BY RXNG PRCTIONR OR CLIN RPH DOCD,1
3095F,CENTRAL DUAL ENERGY ABSORPTIOMETRY DOCD,1
3250F,NONPRIM ANATOMIC LOCATION OF SPECIMEN SITE,1
3388F,AJCC COLON CANCER STAGE III DOCD,1
3476F,DISEASE PROGNOSIS RA ASSESSED GOOD PROG DOCD,1
3495F,CD4+ CELL COUNT 200-499 CELLS/MM (HIV),1
3515F,PATIENT HAS DOCUMENTED IMMUNITY TO HEPATITIS C,1
4067F,PT REFERRAL ELECTROCONVULSIVE THXPY (ECT) DOCD,1
4084F,ASPIRIN RECVD W/IN 24 HRS PRIOR ED ARRIVAL/STAY,1
4276F,POTENT ANTIRETROVIRAL THERAPY PRESCRIBED,1
0202T,POST VERT ARTHRPLSTY W/WO BONE CEMENT 1 LUMB LVL,1
4330F,EPILEPSY SPECIFIC SAFETY COUNSELING TO PATIENT,1
21555,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM,1
