CPT code,String
75561,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ
77001,FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT
77013,CT GUIDANCE &MONITORING VISC TISS ABLATION
80047,BASIC METABOLIC PANEL CALCIUM IONIZED
83993,ASSAY OF CALPROTECTIN FECAL
86356,MONONUCLEAR CELL ANTIGEN QUANTITATIVE NOS EA
92025,COMPUTERIZED CORNEAL TOPOGRAPHY UNI/BI
92568,ACOUSTIC REFLEX THRESHOLD
92627,EVALUATION AUDITORY REHAB STATUS EA 15 MIN
95982,ELEC ALYS NSTIM PLS GEN GASTRIC SBSQ W/REPRGRMG
96406,CHEMOTHERAPY ADMINISTRATION INTRALESIONAL >7
96522,REFILL&MAINTENANCE PUMP DRUG DLVR SYSTEMIC
99450,BASIC LIFE AND/OR DISABILITY EXAMINATION
1000F,TOBACCO USE ASSESSED
1038F,PERSISTENT ASTHMA MILD MODERATE OR SEVERE ASTHMA
2022F,DILAT RETINAL EYE EXAM W/INTERP OPHTHAL/OPTOM
3014F,SCREENING MAMMOGRAPHY RESULTS DOC&REV
3160F,DOC IRON STORES PRIOR START EPO THERAPY
3170F,FLOW CYTOMETRY W/DIAG/PRIOR INITIATING TREATMENT
4030F,LONG-TERM OXYGEN THERAPY PRESCRIBED
4041F,DOC ORDER CEFAZOLIN/CEFUROXIME ANTIMICRB PROPHYL
4042F,DOC PROPHY ANTIBIO NOT GIVEN W/IN 4 HR PRIOR SUR
4050F,HYPERTENSION PLAN OF CARE DOCUMENTED
0111T,LONG-CHAIN OMEGA-3 FATTY ACIDS RBC MEMBS
27269,OPEN TX FEMORAL FRACTURE PROXIMAL END HEAD
3074F,MOST RECENT SYSTOLIC BLOOD PRESSURE <130 MM HG
3200F,BARIUM SWALLOW TEST NOT ORDERED
64910,NERVE REPAIR W/CONDUIT EACH NERVE
93292,INTERROGATION EVAL IN PERSON WR DEFIBRILLATOR
96366,IV INFUSION THERAPY PROPHYLAXIS/DX EA HOUR
96368,IV NFS THERAPY PROPHYLAXIS/DX CONCURRENT NFS
0517F,GLAUCOMA PLAN OF CARE DOCUMENTED
0519F,PLANNED CHEMO REGIMEN DOCD PRIOR START NEW TX
0520F,RAD DOSE LIMTS EST PRIOR3D RAD FOR MIN 2 TIS/ORG
0526F,SUBSEQUENT VISIT FOR EPISODE
2040F,PHYS EXAM ON DATE OF INIT VST FOR LBP DONE
2044F,DOC MNTL HLTH ASSES PRIOR INTVN BACK PAIN 6WKS
3216F,DOCUMENTED IMMUNITY HEPATITIS B
3265F,RNA TESTING FOR HEP C VIREMIA ORDERED/DOCD
3268F,PSA & TUMOR STAGE&GLEASON SCORE PRIOR INIT
3342F,MAMMO ASSESSMENT CAT BENIGN DOCD
3351F,NEG DEP SYMP CAT USING STAND DEP ASSESS TOOL
4040F,PNEUMOCOCCAL VACCINE ADMIN RCVD PRIOR
4132F,SYSTEMIC ANTIMICROBIAL TX NOT PRESCRIBED
4150F,CURRENT HEPATITIS C ANTIVIRAL TREATMENT
4168F,PT RCVG CARE ICU & RCVNG MECH VENT 24 HRS/<
4187F,DIS MODFY ANTI-RHEU DRUG THXPY RX/GVN
4190F,APPROP DIURETIC THXP MONIT TST ORDRD/DONE
4191F,APPROP ANTICONVUL THXP MONIT TST ORDRD/DONE
22861,REVJ RPLCMT DISC ARTHROPLASTY ANT 1 NTRSPC CRV
27027,DECOMPRESSION FASCIOTOMY PELVIC COMPARTMENT UNI
41530,SUBMUCOSAL ABLTJ TONGUE RF 1/> SITES PR SESSION
49650,LAPAROSCOPY SURG RPR INITIAL INGUINAL HERNIA
61800,APPL STRTCTC HEADFRAME STEREOTACTIC RADIOSURGERY
87905,INFECTIOUS AGENT ENZYMATIC ACTV OTH/THN VIRUS
96375,THERAPEUTIC INJECTION IV PUSH EACH NEW DRUG
96379,UNLISTED THERAPEUTIC PROPH/DX IV/IA NJX/NFS
0516F,ANEMIA PLAN OF CARE DOCUMENTED
1116F,AURICULAR/PERIAURICULAR PAIN ASSESSED
1124F,ADV CARE PLN/ NO ALT DCSN MKR DOCD OR REFUSAL
1125F,PAIN SEVERITY QUANTIFIED PAIN PRESENT
1128F,SUBS EPISODE FOR CONDITION
3271F,LOW RISK OF RECURRENCE PROSTATE CANCER
3279F,HEMOGLOBIN LEVEL>/EQUAL 13 G/DL
3284F,INTRAOCULAR PRESS REDUCED >/EQUAL 15%
3300F,AJCC STAGE DOCUMENTED & REVIEWED
3319F,1 DX IMG ORDER CHEST XRAY CT US MRI PET/NUC MED
3325F,PREOP ASSES 12 MOS PRIOR CATARACT SURG W/IO LENS
3340F,MAMMO ASSESSMENT CAT INCOMP ADDTNL IMAGE DOCD
4151F,NO CURRENT HEPATITIS C ANTIVIRAL TREATMENT
4155F,HEPATITIS A VACCINE SERIES PREVIOUSLY RECEIVED
4164F,ADJUVANT HORMONAL THXPY RX/ADMIN
5060F,FINDNGS DIAG MAM TO MNGNG PRACT 3 DAYS INTERP
49656,LAPS RPR RECURRENT INCISIONAL HERNIA REDUCIBLE
49657,LAPS RPR RECURRENT INCAL HRNA NCRC8/STRANGULATED
93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT
93293,TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL
93351,ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG
93352,USE OF ECHO CONTRAST AGENT DURING STRESS ECHO
99466,CRITICAL CARE INTERFACILITY TRANSPORT 30-74 MIN
0514F,PLAN/CARE INCRSD HGB LVL DOCD PT ON ESA THXPY
1126F,PAIN SEVERITY QUANTIFIED NO PAIN PRESENT
2001F,WEIGHT RECORDED
3230F,HEARING TEST 6 MOS PRIOR TO EAR TUBE INSERTION
3266F,HEPATITIS C GENOTYPE PRIOR ANTIVIRAL TREATMENT
3272F,INTERMED RISK OF RECURRENCE PROSTATE CANCER
3292F,HIV TSTNG ASK/DOCD/RVWD AT 1ST/2ND PRENATAL VST
3301F,CANCER STAGE DOCD METASTATIC & REVIEWED
3343F,MAMMO ASSESSMENT CAT PROB BENIGN DOCD
4135F,SYSTEMIC CORTICOSTEROIDS PRESCRIBED
4157F,HEPATITIS B VACCINE SERIES PREVIOUSLY RECEIVED
4163F,PT COUNSELING TREATMENT OPTIONS PROSTATE CANCER
4169F,PT NOT RCVG CARE IN ICU/NOT RCVG MECHL VENT
4179F,TAMOXIFEN OR AROMATASE INHIBITOR (AI) RXD
7020F,MAMMO ASSESSMENT CAT IN DATABASE FOR RATE
0184T,RECTAL TUMOR EXCISION TRANSANAL ENDOSCOPIC
22856,TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC CRV
49654,LAPAROSCOPY REPAIR INCISIONAL HERNIA REDUCIBLE
90958,ESRD RELATED SVC MONTHLY 12-19 YR OLD 2/3 VISITS
95803,ACTIGRAPHY TESTING RECORDING ANALYSIS I&R
95992,CANALITH REPOSITIONING PROCEDURE
99479,SUBSEQUENT INTENSIVE CARE INFANT 1500-2500 GRAMS
3215F,DOCUMENTED IMMUNITY HEPATITIS A
3260F,TUMOR/NODES/HISTO GRADE DOCUMENTED
3270F,BONE SCAN NOT PRIOR INITIAT TX/DX PROSTATE CA
3274F,PROST CANCER RSK RECUR NOT DETER/LOW/INTERMED/HI
3317F,PATH REPRT MALIGNANCY DOCD & RVWD INITIATE CHE
3318F,PATH REPRT MALIGNANCY DOCD & RVWD INITIA RAD
3350F,MAMMO ASSESSMENT CAT BIOPSY PROVEN MALIG DOCD
3352F,NO SIGNIF DEP SYMP CAT BY STAND DEP ASSESS TOOL
4133F,ANTIHISTAMINE/DECONGESTANT PRESCRIBED
4201F,EXTRNL BM RADIOTHXPY W/WO NODAL IRRAD AS ADJV
6045F,RAD EXPOS/TIME IN LAST RPRT FLUORO PRXD DOCD
7025F,INFO SYSTEM ANALYSIS ABNORMAL INTERPRATE
41512,TONGUE BASE SUSPENSION PERMANENT SUTURE TQ
58760,FIMBRIOPLASTY
85397,COAGJ&FIBRINOLYSIS FUNCTIONAL ACTV NOS EA ANAL
96367,IV INFUSION THER PROPH ADDL SEQUENTIAL TO 1 HR
99463,1ST HOSP/BIRTHING CENTER NB ADMIT & DSCHG SM DAT
99464,ATTN AT DELIVERY 1ST STABILIZATION OF NEWBORN
1127F,NEW EPISODE FOR CONDITION
3280F,HEMOGLOBIN LEVEL 11 G/DL-12.9 G/DL
3341F,MAMMO ASSESSMENT CAT NEGATIVE DOCD
3354F,CLIN SIGN DEP SYMP BY STAND DEP ASSESS TOOL
4130F,ACUTE OTITIS EXTERNA TOPICAL PREPS PRESCRIBED
4134F,ANTIHISTAMINE/DECONGESTANT NOT PRESCRIBED
4136F,SYSTEMIC CORTICOSTEROIDS NOT PRESCRIBED
4167F,HEAD-BED ELEV 30-45 DEG 1ST VENT DAY ORDERED
4171F,PATIENT RECEIVING (ESA) THERAPY
4172F,PATIENT NOT RECEIVING (ESA) THERAPY
4178F,ANTI-D IMMUNE GLOBULIN RCVD 26-30 WKS GESTATION
4200F,EXTRNL BM RADIOTHXPY TO PROST W/WO NODAL IRRAD
6040F,USE APPROP RAD DOSE RDXN DEV/MAN TECHS DOCD
7010F,PT INFORMATION ENTERED INTO RECALL SYSTEM
20696,XTRNL FIXJ W/STEREOTACTIC ADJUSTMENT 1ST & SUBQ
20697,XTRNL FIXJ W/STRTCTC ADJUSTMENT EXCHANGE STRUT
43273,ENDOSCOPIC PAPILLA CANNULATION BILE/PANCREATIC
49651,LAPS SURG RPR RECURRENT INGUINAL HERNIA
49652,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE
49653,LAP RPR HRNA XCPT INCAL/INGUN NCRC8/STRANGULATED
49655,LAPS RPR INCISIONAL HERNIA NCRC8/STRANGULATED
88740,HEMOGLOBIN QUAN TC PER DAY CARBOXYHEMOGLOBIN
93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS
93350,ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST
99465,DELIVERY/BIRTHING ROOM RESUSCITATION
99467,CRITICAL CARE INTERFACILITY TRANSPORT EA 30 MIN
99480,SUBSEQUENT INTENSIVE CARE INFANT 2501-5000 GRAMS
0014F,COMP PREOP ASSESS CATARACT SURG W/IOL PLACEMNT
0015F,MELANOMA FOLLOW UP COMPLETED
0513F,ELEVATED BLOOD PRESSURE PLAN OF CARE DOCUMENTED
0521F,PLAN OF CARE TO ADDRESS PAIN DOCUMENTED
1119F,INITIAL EVALUATION FOR CONDITION
2035F,TYMPANIC MEMBRANE MOBILITY ASSESS
3273F,HIGH RISK OF RECURRENCE PROSTATE CANCER
3290F,PATIENT IS D (RH) NEGATIVE AND UNSENSITIZED
3315F,ESTROGEN/PROGEST RECEPTOR POSITIVE BREAST CANCER
3330F,IMAGING STUDY ORDERED
3353F,MILD TO MOD DEP SYMP BY STAND DEP ASSESS TOOL
4131F,SYSTEMIC ANTIMICROBIAL TX PRESCRIBED
4174F,TLK VIS FXN & QUAL LIFE/TRXMNT FOR PT/CRGVR
4176F,COUNSEL UV LITE PROTEC PREV/PROG CATARACT DEVEL
4182F,CONFORMAL RADIATION THERAPY NOT RECEIVED
22864,RMVL DISC ARTHROPLASTY ANT 1 INTERSPACE CERVICAL
27057,DCMPRN FASCIOTOMY PELVIC CMPRT DBRDMT MUSCLE UNI
55706,BX PROSTATE STRTCTC SATURATION SAMPLING IMG GID
78808,NJX RP LOCLZJ NON-IMG PROBE STUDY INTRAVENOUS
88720,BILIRUBIN TOTAL TRANSCUTANEOUS
90738,JAPANESE ENCEPHALITIS VACCINE INACTIVATED IM
99407,TOBACCO USE CESSATION INTENSIVE >10 MINUTES
1121F,SUBSEQUENT EVALUATION CONDITION
1123F,ADV CARE PLN TLKD & ALT DCSN MAKER DOCD
3220F,HEP C QUANT RNA TEST 12 WKS AFTER ANTIVIRAL TX
3285F,IOP REDUCED <15% PRE-INTERVENTION LEVEL
3291F,PATIENT IS D (RH) POSITIVE OR SENSITIZED
3316F,ESTROGEN/PROGEST RECEPTOR NEGATIVE BREAST CANCER
3320F,0 DX IMG ORDER CHEST XRAY CT US MRI PET/NUC MED
3345F,MAMMO ASSESSMENT CAT HIGH CHANCE MALIG DOCD
4185F,NONSTOP 12MON THXPY W/PPI OR H2 H2RA RCVD
4188F,APPROP ACE/ARB THXP MONIT TEST ORDRD/DONE
0191T,ANT SEGMENT INSERTION DRAINAGE W/O RESERVOIR INT
00562,ANES HRT PERICRD SAC&GRT VSLS W/PMP OXTJ >1MO PO
46930,DESTRUCTION INTERNAL HEMORRHOID THERMAL ENERGY
65757,BACKBENCH PREPJ CORNEAL ENDOTHELIAL ALLOGRAFT
88741,HEMOGLOBIN QUANTITATIVE TC PER DAY METHEMOGLOBIN
90965,ESRD SVC HOME DIALYSIS FULL MONTH 12-19 YR OLD
0518F,FALLS PLAN OF CARE DOCUMENTED
0525F,INITIAL VISIT FOR EPISODE
1118F,GERD SYMPTOMS ASSESSED AFTER 12 MONTHS THERAPY
3269F,BONE SCAN PRIOR INITIAT TX/DX PROSTATE CANCER
3278F,SERUM LEVELS CALCUM PHOSPH PARATHYR & LIPID PR
3331F,IMAGING STUDY NOT ORDERED
4153F,COMB PEGINTERF/RIBAVIRIN TX PRESCRIBED
4158F,PATIENT COUNSELED ABOUT RISKS ALCOHOL USE
4159F,CONTRACEPTION COUNSEL BEFORE ANTIVIRAL TX
4177F,COUNSEL BENEF/RISK AREDS PREV AGE RELATED AMD
4181F,CONFORMAL RADIATION THERAPY RECEIVED
4186F,NO CONTIN 12MON THXPY W/PPI OR H2 H2RA RCVD
4189F,APPROP DIGOXIN THXP MONIT TST ORDRD/DONE
25075,EXC TUMOR SOFT TISSUE FOREARM &/WRIST SUBQ <3CM
27078,RAD RESCT TUMOR ISCHIAL TUBEROSITY&GRT TRCHNTR
28043,EXCISION TUMOR SOFT TISSUE FOOT/TOE SUBQ <1.5CM
33783,A-ROOT TLCJ VSD PULM STNS RPR W/RIMPLTJ C OSTIA
37760,LIG PRFRATR VEIN SUBFSCAL RAD INCL SKN GRF 1 LEG
43281,LAPS RPR PARAESPHGL HRNA INCL FUNDPLSTY W/O MESH
43282,LAPS RPR PARAESPHGL HRNA INCL FUNDPLSTY W/MESH
46257,HEMORRHOID NTRNL & XTRNL 1 COLUMN W/FISSURECTO
46261,HRHC NTRNL & XTRNL 2/> COLUMN/GROUP W/FISSU
75571,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM
83986,PH BODY FLUID NOT ELSEWHERE SPECIFIED
86593,SYPHILIS TEST QUANTITATIVE
1151F,DOC PT W/O SUBSTANTIAL RISK DEATH WITHIN 1 YEAR
3016F,PT SCRND UNHLTHY OH USE BY SYSTMTC SCRNG METHD
3321F,AJCC CANCER STAGE 0 OR IA MELANOMA
3376F,AJCC BREAST CANCER STAGE II
3455F,TB SCRNG DONE INTRPD </6 MOS START RA THXPY
3494F,CD4+ CELL COUNT <200 CELLS/MM
3511F,CHLAMYDIA/GONORRHEA TSTS DOCD AS DONE
3572F,PT POTENTIAL RISK FRACTURE WEIGHT-BEARING SITE
4005F,PHARMACOLOGIC OSTEOPOROSIS THERAPY PRESCRIBED
4124F,ANTIBIOTIC NEITHER PRESCRIBED NOR DISPENSED
4260F,WOUND SURFACE CULTURE TECHNIQUE USED
4280F,PNEUMOCYS JIROVECI PNEUMO PRPHYLXS PRSCRBD 3 MON
0205T,IV CATH CORONARY VESSEL/GRAFT SPECTROSCPY EA VSL
3328F,PERFORMANCE STATUS DOCD RVWD 2 WKS PRIOR SURG
4063F,ANTIDEPRESSANT RXTHXY CONSIDER & NOT PRESCRIBE
21935,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK <5CM
23220,RADICAL RESECTION BONE TUMOR PROXIMAL HUMERUS
25076,EXC TUMOR SOFT TISS FOREARM&/WRIST SUBFASC <3CM
28171,RAD RESCJ TUMOR TARSAL EXCEPT TALUS/CALCANEUS
31633,BRONCHOSCOPY W/TRANSBRONCL NDL ASPIR BX EA LOBE
32562,INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY
33217,INSJ 2 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB
33782,A-ROOT TLCJ VSD PULM STNS RPR W/O C OST RIMPLTJ
46258,HRHC 1 COL/GRP W/FSTULECTMY INCL FSSRECTOMY
46262,HRHC 2/> COL/GRP W/FSTULECTMY INCL FSSRECTMY
86305,HUMAN EPIDIDYMIS PROTEIN 4 (HE4)
88738,HGB QUANTITATIVE TRANSCUTANEOUS
99358,PROLNG E/M SVC BEFORE&/AFTER DIR PT CARE 1ST HR
99359,PROLNG E/M BEFORE&/AFTER DIR CARE EA 30 MINUTES
3370F,AJCC BREAST CANCER STAGE 0 DOCUMENTED
3452F,DYSPNEA NOT SCREENED
3475F,DISEASE PROGNOSIS RA ASSESSED POOR PROG DOCD
3552F,HIGH RISK FOR THROMBOEMBOLISM
4056F,APPROPRIATE ORAL REHYD SOLUTION RECOMMENDED
4062F,PATIENT REFERRAL FOR PSYCHOTHERAPY DOCUMENTED
4148F,HEPATITIS A VACCINE ADMIN OR PREVIOSLY RECVD
4261F,TECH OTHER THAN SURFACE CULTURE WOUND EXUD USED
4268F,PT ED RE NEED LONG TERM COMPRESS THXPY RCVD
5050F,TX COMMUN PROVIDERS CONTINUING CARE 1 MO DX
3294F,GBS SCRNING DOCD DONE DURING WK 35-37 GESTATION
21932,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM
23200,RADICAL RESECTION TUMOR CLAVICLE
24076,EXC TUMOR SOFT TISS UPR ARM/ELBOW SUBFASC <5CM
24152,RADICAL RESECTION TUMOR RADIAL HEAD/NECK
26115,EXC TUM/VASC MAL SFT TISS HAND/FNGR SUBQ <1.5CM
26116,EXC TUM/VAS MAL SFT TIS HAND/FNGR SUBFASC<1.5CM
26262,RADICAL RESECTION TUMOR DISTAL PHALANX FINGER
27077,RADICAL RESCTION TUMOR INNOMINATE BONE TOTAL
27328,EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC <5CM
27365,RADICAL RESECTION TUMOR FEMOR OR KNEE
28045,EXC TUMOR SOFT TISSUE FOOT/TOE SUBFASC <1.5CM
30802,ABLTJ SOF TISS INF TURBS UNI/BI SUPFC INTRAMURAL
32561,INSTLJ VIA CH TUBE/CATH AGENT FBRNLYSIS 1ST DAY
43775,LAPS GSTRC RSTRICTIV PX LONGITUDINAL GASTRECTOMY
45172,EXC RCT TUM INCL MUSCULARIS PROPRIA
46275,SURG TX ANAL FISTULA INTERSPHINCTERIC
50205,RENAL BIOPSY SURG EXPOSURE KIDNEY
63664,REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR
64490,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL
64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL
86592,SYPHILIS TEST NON-TREPONEMAL ANTIBODY QUAL
0505F,HEMODIALYSIS PLAN OF CARE DOCUMENTED
3018F,PRE-PRX RISK ASSESS DEPTH&QUAL BOWEL PREP
3141F,UPPER GI ENDO REPORT SHOW NO SUSPECT BARRETT'S
3491F,HIV INDETERMINATE INFANTS BORN OF HIV MOTHERS
3492F,HISTORY OF NADIR CD4+ CELL COUNT <350 CELLS/MM3
3573F,PT NOT POTENT RISK FRACTURE WEIGHT-BEARING SITE
4279F,PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS RXD
3015F,CERVICAL CANCER SCREENING RESULTS DOCD & RVWD
24077,RAD RESECT TUMOR SOFT TISS UPPER ARM/ELBOW <5CM
25170,RADICAL RESECTION TUMOR RADIUS OR ULNA
27075,RAD RESCT TUMOR WING OF ILIUM 1 PUBIC/ISCHIAL
27327,EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM
27615,RAD RESECTION TUMOR SOFT TISSUE LEG/ANKLE <5CM
46280,TX ANAL FSTL TRANS/SUPRA/XTRASPHNCTRC INCL SETON
46945,HRHC NTRNL LIG OTH THAN RBBR BAND 1 COL/GRP
49411,INTERSTITIAL DEV PLMT RADIATION THERAPY 1/MLT
64492,NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL
78290,INTESTINE IMAGING
84145,PROCALCITONIN (PCT)
87149,CULTURE TYPING NUCLEIC ACID PROBE DIR EA ORGANSM
87153,CULTYP NUCLEIC ACID SEQUENCING METH EA ISOLATE
88312,SPECIAL STAIN GROUP 1 MICROORGANISMS I&R
88388,MACR EXM DISS&PRP NONMICR IMPRNT/CONSLT/FRZ SE
92550,TYMPANOMETRY AND REFLEX THRESHOLD MEASUREMENTS
3140F,UPPER GI ENDO REPORT SHOWS POSS BARRETT'S ESOPH
3451F,DYSPNEA SCRND MOD-SEVERE DYSPNEA
3497F,CD4+ CELL PERCENTAGE <15% HIV
3500F,CD4+CELL CNT/CD4+CELL % DOCD AS DONE
3503F,HIV RNA VIRAL LOAD NOT <LIMITS OF QUANTIF
3510F,DOCJ TB SCREEN PERFORMED & RESULTS INTERPRET
3514F,HEPATITIS C SCREENING DOCUMENTED AS PERFORMED
3550F,LOW RISK FOR THROMBOEMBOLISM
3555F,PT HAD INR MEASUREMENT PERFORMED
4100F,BISPHOS THXPY VENOUS ORDERED OR RECEIVED
4149F,HEPATITIS B VACCCINE ADMIN OR PREVIOSLY RECVD
4270F,PT RCVNG POTENT ANTI R-VIRAL THX 6 MON OR MORE
4274F,FLU IMMUNO ADMIND/PREVIOUSLY RCVD
4301F,PT NOT RCVNG WARFARIN THXPY NONVALV AFIB/AFLUT
4306F,PT COUNSEL PSYCHOSOC&PHARM TX OPIOID ADDICTION
0198T,MEAS OCULAR BLOOD FLOW REPEAT IO PRES SAMP W/I&R
0207T,EVAC MEIBOMIAN GLNDS AUTO HT& INTMT PRESS UNI
0545F,PLAN FOR FOLLOW-UP CARE FOR MDD DOCD
3008F,BODY MASS INDEX DOCUMENTED
3324F,MRI CT SCAN ORDERED REVIEWED/REQUESTED
21930,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM
22902,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM
27645,RADICAL RESECTION OF TUMOR TIBIA
28046,RAD RESECTION TUMOR SOFT TISSUE FOOT/TOE <3CM
33983,RPLCMT VAD PMP IMPLTBL ICORP 1 VNTR W/BYPASS
46255,HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP
46946,HRHC NTRNL LIG OTH THAN RBBR BAND 2/> COL/GRP
50200,RENAL BIOPSY PRQ TROCAR/NEEDLE
51727,COMPLEX CYSTOMETROGRAM URETHRAL PRESS PROFILE
64495,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL
75574,CTA HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST
77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN
86780,ANTIBODY TREPONEMA PALLIDUM
88045,NECROPSY CORONER CALL
88313,SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT
88387,MACRO EXAM DISSECT&PREP TISS NONMICRO STD EA
92540,VSTBLR FUNCJ NYSTAG FOVL&PERPH STIMJ OSCIL TRK
0528F,RCMND FLLW-UP 2ND CLNSCPY 10/> YRS DOCD RPRT
0575F,HIV RNA CONTROL PLAN OF CARE DOCD
1101F,PT FALLS ASSESS DOCD W/O FALL/INJURY PAST YEAR
1153F,DOC ADVANCED DISEASE DX CARE GOALS W/O COMFORT
1157F,ADVNC CARE PLAN OR EQV LGL DOC IN MED RCRD
1158F,ADVNC CARE PLANNING TLK DOCD IN MED RCRD
1159F,MEDICATION LIST DOCUMENTED IN MEDICAL RECORD
1160F,RVW ALL MEDS BY RXNG PRCTIONR OR CLIN RPH DOCD
3095F,CENTRAL DUAL ENERGY ABSORPTIOMETRY DOCD
3250F,NONPRIM ANATOMIC LOCATION OF SPECIMEN SITE
3388F,AJCC COLON CANCER STAGE III DOCD
3476F,DISEASE PROGNOSIS RA ASSESSED GOOD PROG DOCD
3495F,CD4+ CELL COUNT 200-499 CELLS/MM (HIV)
3515F,PATIENT HAS DOCUMENTED IMMUNITY TO HEPATITIS C
4067F,PT REFERRAL ELECTROCONVULSIVE THXPY (ECT) DOCD
4084F,ASPIRIN RECVD W/IN 24 HRS PRIOR ED ARRIVAL/STAY
4276F,POTENT ANTIRETROVIRAL THERAPY PRESCRIBED
0202T,POST VERT ARTHRPLSTY W/WO BONE CEMENT 1 LUMB LVL
4330F,EPILEPSY SPECIFIC SAFETY COUNSELING TO PATIENT
21555,EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM
21556,EXC TUMOR SOFT TISS NECK/THORAX SUBFASCIAL <5CM
23076,EXC TUMOR SOFT TISS SHOULDER SUBFASC <5CM
24075,EXC TUMOR SOFT TISS UPPER ARM/ELBOW SUBQ <3CM
27047,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM
27647,RADICAL RESECTION OF TUMOR TALUS OR CALCANEUS
28173,RADICAL RESECTION TUMOR METATARSAL
29581,APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT
31626,BRONCHOSCOPY W/PLMT FIDUCIAL MARKERS SINGLE/MULT
32552,RMVL NDWELLG TUNNELED PLEURAL CATHETER W/CUFF
46220,EXCISION SINGLE EXTERNAL PAPILLA OR TAG ANUS
46707,REPAIR ANORECTAL FISTULA PLUG
57426,REVISION PROSTHETIC VAGINAL GRAFT LAPAROSCOPIC
63662,RMVL SPINAL NSTIM ELTRD PLATE/PADDLE INCL FLUOR
64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL
82785,ASSAY OF GAMMAGLOBULIN IGE
95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT
0535F,DYSPNEA MANAGEMENT PLAN DOCUMENTED
1152F,DOC ADVANCED DISEASE DX CARE GOALS COMFORT
3073F,DOCUMENTED LENGTH CORNEAL POWER & LENS POWER
3386F,AJCC COLON CANCER STAGE II
3551F,INTERMEDIATE RISK FOR THROMBOEMBOLISM
4070F,DEEP VEIN THROMB PROPHYL RECVD BY HOSP DAY 2
4192F,PATIENT NOT RECEIVING GLUCOCORTICOID
4290F,PATIENT SCREENED FOR INJECTION DRUG USE
4305F,PT EDUC FOOT CARE & DAILY INSPCTN FEET RCVD
5200F,CONSID NEURO EVAL APPROP SURG THXPY EPIL 3YRS
23075,EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM
24150,RADICAL RESECTION TUMOR SHAFT/DISTAL HUMERUS
25077,RAD RESECT TUMOR SOFT TISS FOREARM&/WRIST <3 CM
27048,EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC <5CM
27076,RAD RESCT TUMOR ILIUM ACETABULUM BOTH PUBIC
27329,RAD RESECT TUMOR SOFT TISSUE THIGH/KNEE <5CM
27619,EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASCIAL <5CM
28175,RADICAL RESECTION TUMOR PHALANX OR TOE
33216,INSJ 1 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB
37761,LIG PRFRATR VEIN SUBFSCAL OPEN INCL US GID 1 LEG
45171,EXC RCT TUM NOT INCL MUSCULARIS PROPRIA
51728,COMPLEX CYSTOMETROGRAM VOIDING PRESSURE STUDIES
83520,IMMUNOASSAY ANALYTE QUANTITATIVE NOS
83987,PH EXHALED BREATH CONDENSATE
86352,CELLULAR FUNCTION ASSAY STIMUL&DETECT BIOMARKE
0509F,URINARY INCONTINENCE PLAN OF CARE DOCUMENTED
0540F,GLUCORTICOID MANAGEMENT PLAN DOCUMENTED
